Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
118060313,lifesite,lifesite.com.br, 1-9, 02-03, 1-9, <$100K
111637786,Armagalli,armagalli.com, 1-9, 31+, 1-9, $500K-$999K
12678430,CYSNET MARC SABOURDIN,cysnet.es, 1-9, 26-30, 10-99, $1M-$2.49M
111637793,MAYEKAWA MFG.,mayekawa.co.jp, 50-99, 31+," 1,000+", $500M-$999M
92239144,analytica empresarial,analyticaempresarial.com, 1-9, 06-08, 1-9, <$100K
111768876,140 Technology Lane,140techlane.com, 10-29, 04-05, 1-9, $500K-$999K
118060332,laio,laio.com.br, 1-9, 04-05, 1-9, <$100K
118322480,GRUPOTECH.EC,grupotech.ec, 1-9, 11-15, 1-9, <$100K
12809521,Abisko Group,abiskogroup.com, 1-9, 09-10, 10-99, $1M-$2.49M
12416306,GCG,gcg.com.mx, 1-9, 31+, 100-499, $10M-$24.9M
118322483,GRUPO ASISTEM,grupoasistem.com, 1-9, 04-05, 10-99, $100K-$499K
13071665,Medrenlogic Freelance Media,medrenlogic.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
118060342,link mg,linkmg.cl, 1-9, 00-01, 1-9, <$100K
12678455,Versature,net2phone.ca, 1-9, 21-25, 10-99, $5M-$9.9M
118060344,linkedip,linkedip.com.co, 1-9, 26-30, 1-9, <$100K
37188921,ONE TOUCH INDUSTRIA E COMERCIO,everexcomputer.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
37188922,,,,,,
115176766,Ema Software,ema.net.br, 1-9, 16-20, 10-99, $1M-$2.49M
118322496,Innovacion Hardware & Tecnologias,inhardtec.com, 1-9, 09-10, 1-9, <$100K
12416320,Russell Cellular,russellcellular.com, 100+, 31+," 1,000+", $100M-$499M
13595969,AVSYS,avsys.com.mx, 1-9, 16-20, 1-9, $100K-$499K
108754243,INFOCASE EU,infocase.co, 1-9, 16-20, 1-9, <$100K
118060363,Good-Factory,good-factory.com, 1-9, 11-15, 1-9, $500K-$999K
118060364,hebel automacao,hebelautomacao.com.br, 1-9, 11-15, 1-9, <$100K
118060365,Hartec Apps,hartec.com.mx, 1-9, 09-10, 10-99, $1M-$2.49M
12809548,MD SOLUCOES EM TECNOLOGIA,mdsolucoes.com, 1-9, 11-15, 1-9, <$100K
118322511,JosA(c) Salvador Clavel PA(c)rez,techplus.com.mx, 1-9,-, 1-9, <$100K
118322514,Dba911-Live,dba911-live.com, 1-9,-, 1-9, <$100K
118060373,gr negocios,grnegocios.com.br, 1-9, 21-25, 1-9, <$100K
12416343,Level Group Br,levelgroup.com.br, 1-9, 16-20, 10-99, $5M-$9.9M
13464919,POLYTECH,polytech.com.ar, 1-9, 31+, 1-9, <$100K
107181402,Corporacion Sercoplus S.A.C.,sercoplus.com, 1-9, 11-15, 10-99, $5M-$9.9M
13596003,,,,,,
111768933,Nova Solu,novasolucoes.com, 1-9, 21-25, 10-99, $5M-$9.9M
111768937,Glsoluciones,glsoluciones.com, 1-9, 04-05, 1-9, <$100K
118060397,grupo branded net eirl,grupobrandednet.com, 1-9, 06-08, 1-9, <$100K
12678510,,,,,,
12678511,qnetms.com,qnetms.com, 1-9, 26-30, 1-9, $500K-$999K
108754286,CUniq,cuniq.com, 1-9, 11-15, 100-499, $10M-$24.9M
111768946,Copiadoras Del Centro,copiadorascentro.com, 1-9, 09-10, 1-9, $500K-$999K
115307895,Nanodata,nanodata.com.br, 1-9, 06-08, 10-99, $1M-$2.49M
118060408,GVD SOLUCOES INTELIGENTES EM DESENVOLVIMENTO,gvdsolucoes.com.br, 1-9,-, 1-9, $100K-$499K
118322552,Ingenieria S.C.A.,scautomation.cl, 1-9, 06-08, 1-9, $500K-$999K
118060410,icone tech,iconegestao.com.br, 1-9, 06-08, 1-9, <$100K
12547447,Tecnoptimo,tecnoptimo.com, 1-9, 06-08, 1-9, <$100K
37188987,Noction,noction.com, 10-29, 11-15, 10-99, $1M-$2.49M
13071746,team solutions latam,teamsolutionss.com, 1-9, 16-20, 1-9, <$100K
12416389,Kaz Consulting,kaz-consulting.com, 1-9, 16-20, 100-499, $10M-$24.9M
118060424,,,,,,
37189003,Proci Advanced Automation and MES Solutions Provider,procisa.es, 1-9, 31+, 100-499, $10M-$24.9M
12809613,EPI-USE Systems,epiuse.com, 10-29, 31+, 500-999, $50M-$99M
12678543,KLDiscovery,kldiscovery.com, 50-99, 09-10," 1,000+", $100M-$499M
118060434,MICROBLAU AUTOMACAO,microblau.com.br, 1-9, 31+, 10-99, $1M-$2.49M
12416403,Relevamientos Digitales,rdigitales.com.ar, 1-9, 04-05, 10-99, $1M-$2.49M
107181460,SELO VIRTUAL,selovirtualinformatica.com.br, 1-9, 21-25, 1-9, <$100K
92239254,Covex Consultores,covexconsultores.com, 1-9, 04-05, 1-9, <$100K
111506839,Axsun,axsungroup.com, 1-9, 21-25, 100-499, $10M-$24.9M
12416412,Get Smart IT Solutions,getsmart.com.br, 1-9, 26-30, 1-9, $500K-$999K
107312546,,,,,,
37189026,evolutioncomputingmn.com,evolutioncomputingmn.com, 1-9, 02-03, 1-9, $500K-$999K
118322597,Altice,altice.com.do, 1-9, 31+," 1,000+", $100M-$499M
108754342,Globalsat Chile,gsat.cl, 1-9, 09-10, 10-99, $500K-$999K
13071784,sotech pagamentos eletronicos,sotech.com.br, 1-9, 31+, 1-9, <$100K
118060458,Bnt Telecom,meupabxip.com.br, 1-9, 21-25, 1-9, $500K-$999K
118060459,Lekst Telecom,leksttelecom.net, 1-9, 04-05, 1-9, $1M-$2.49M
116487596,OpenTrace,opentrace.com.ar, 1-9, 04-05, 1-9, $500K-$999K
111900074,Tau Energia y Proyectos,tauenergia.com, 1-9, 31+, 10-99, $1M-$2.49M
118060467,L M Logix Automacao Ltda LMLogix,lmlogix.com.br, 1-9, 21-25, 1-9, $500K-$999K
108754356,Netserver Ltda,netserver.cl, 1-9, 04-05, 1-9, $100K-$499K
12678581,Source Logistics,sourcelogistics.com, 10-29, 26-30, 100-499, $10M-$24.9M
111769017,Dysconsultores,dysconsultores.com, 1-9, 04-05, 1-9, <$100K
12678587,Demco Enterprises,demcoautomation.com, 1-9, 31+, 10-99, $1M-$2.49M
12547517,Directo,computertel.com, 1-9, 21-25, 1-9, $25M-$49M
13071806,Bitkraft,bitkraft.co.in, 1-9, 11-15, 1-9, $500K-$999K
13596098,Unity Communications,unity-connect.com, 10-29, 16-20, 10-99, $1M-$2.49M
12678595,,,,,,
12547525,ZEH SOFTWARE,cybertechprojects.com, 1-9, 21-25, 10-99, $1M-$2.49M
12809670,HIXIS TECNOLOGIA,hixis.com.br, 1-9, 16-20, 10-99, $500K-$999K
118060490,latirus,latirus.com, 1-9, 00-01, 1-9, <$100K
12416459,Cibergestion,cibergestion.com, 1-9, 06-08," 1,000+", $100M-$499M
107181514,,,,,,
118060496,MERIT Paraguay SA,merit.com.py, 1-9, 16-20, 1-9, $500K-$999K
12678610,Sintelti,sintelti.com.mx, 1-9, 16-20, 1-9, <$100K
13596115,watt tecnologia,watttecnologia.com.br, 1-9, 11-15, 1-9, <$100K
116487636,OMTX,omtx.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
108754392,Guangdong Ty Solution,ogcloud.com, 1-9, 11-15, 100-499, $2.5M-$4.9M
118322655,Tass Telecom,tass.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
12547551,"Soluciones y Tecnologia en Conectividad, S. de R.L. de C.V.",solytec.com.mx, 1-9, 04-05, 1-9, <$100K
13465059,Consol Network,consolnetwork.com, 1-9, 06-08, 1-9, <$100K
37189094,sistematic del peru,sistematic.net, 1-9, 16-20, 1-9, <$100K
118322671,FA3,httpid.com, 10-29, 11-15, 1-9, <$100K
107312624,Connectua,connectua.com, 1-9, 06-08, 10-99, $1M-$2.49M
111506929,Deborah Services ACTAVO,actavo.com, 10-29, 31+," 1,000+", $100M-$499M
118322674,Datacenter Dynamics,datacenterdynamics.com, 10-29, 21-25, 1-9, $500K-$999K
107312627,Connexxus Tecnologia da Informacao,connexxus.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
118060531,,,,,,
118060542,hivoox.com,hivoox.com, 10-29, 16-20, 1-9, $500K-$999K
111638014,Daisytek De Mexico,daisytek.com.mx, 1-9, 31+, 10-99, $1M-$2.49M
12416513,micro sistemas informaticos,supersistemas.com.mx, 1-9, 11-15, 1-9, <$100K
13596164,Truehost Cloud,truehost.co.ke, 1-9, 06-08, 1-9, <$100K
118060549,Seven Business Innovation,goseven.com.br, 1-9, 00-01, 1-9, $500K-$999K
118060558,Hacklibre,hacklibre.com, 1-9, 11-15, 1-9, $500K-$999K
107181583,SETEC TECNOLOGIA S A S,setectecnologia.com, 1-9, 11-15, 1-9, <$100K
108754448,,,,,,
118060561,Rts Digital Skills,gruports.com, 1-9, 26-30, 10-99, $1M-$2.49M
12809745,,,,,,
115308050,Neobase Developing Life,neobase.com.mx, 1-9, 00-01, 10-99, $1M-$2.49M
118060564,,,,,,
118060567,Consat,grupoconsat.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
108754461,RENTER INFORMATICA,renter.com.br, 50-99, 21-25, 1-9, $100K-$499K
118060576,hostyweb spa,hostyweb.cl, 1-9, 06-08, 1-9, <$100K
118060578,HCI Sistemas Integrados,hci.com.br, 1-9, 31+, 100-499, $10M-$24.9M
12547618,NETRAID,netraid.com, 1-9, 21-25, 10-99, $1M-$2.49M
13071913,TALLER TECHNOLOGIES,tallertechnologies.com, 1-9, 16-20, 10-99, <$100K
13989418,Valuetech,valuetech.cl, 1-9, 21-25, 100-499, $10M-$24.9M
118060589,MECATRONICS ADV,mecatronicsadv.com, 1-9, 11-15, 10-99, $500K-$999K
118322736,Q A P INGENIERIA S,qapingenieria.com.co, 1-9, 31+, 1-9, $500K-$999K
93550129,Amsoftsas,amsoftsas.com, 1-9, 11-15, 1-9, <$100K
13596211,Insightsoftware,insightsoftware.com, 50-99, 06-08," 1,000+", $50M-$99M
118322743,TAKT CONTROL AUTOMACAO,taktcontrol.com.br, 1-9, 11-15, 10-99, $500K-$999K
13596215,dis3tech,dis3tech.com, 1-9, 31+, 1-9, <$100K
12678715,Bw70,viriditechnologies.com.br, 1-9, 09-10, 10-99, $1M-$2.49M
115308091,neski softwares inteligentes,neski.com.br, 1-9, 21-25, 1-9, <$100K
118060606,,,,,,
111769152,mercadomedia * diseno web + marketing digital,mercadomedia.com, 1-9, 26-30, 1-9, <$100K
118060611,lution,lution.dev, 1-9, 06-08, 1-9, <$100K
118322757,hekos comercio e representacoes,hekos.com.br, 1-9, 26-30, 1-9, <$100K
107312711,Conexis de Mexico,conexis.com.mx, 1-9, 31+, 1-9, $500K-$999K
13989452,Asintelecuador,asintelecuador.com, 1-9, 06-08, 1-9, <$100K
108754508,Yeltic,yeltic.com, 1-9, 09-10, 10-99, $1M-$2.49M
107181652,SMD,servicioenmicros.com.mx, 1-9, 31+, 10-99, $100K-$499K
12547673,Soluciones Integrales Amr,siamr.com.mx, 1-9, 31+, 10-99, $1M-$2.49M
107312730,CONNECT INFORMATICA,connectpoa.com.br, 1-9, 21-25, 1-9, $100K-$499K
118322778,Tecnologia de Gestion y Comunicacion,tgc.mx, 1-9, 21-25, 100-499, $10M-$24.9M
108754541,IMAGENCOLOR CIA.,megadocucentro.com, 1-9, 16-20, 10-99, $100K-$499K
118060656,LEPITEL TELECOM,lepitel.com.br, 1-9,-, 1-9, $100K-$499K
118060657,logica telecom,logicatelecom.com.br, 1-9, 21-25, 1-9, <$100K
37189236,Chervon Holdings,global.chervongroup.com, 50-99, 26-30," 1,000+", $1B-$4.9B
107312759,Constecoin Cia.,constecoin.com, 1-9, 31+, 10-99, $5M-$9.9M
118060665,LEDEFI AUTOMACAO INDUSTRIAL,ledefi.com.br, 1-9, 06-08, 1-9, $100K-$499K
118060666,,,,,,
12547707,bkper.com,bkper.com, 1-9, 09-10, 1-9, $500K-$999K
118060669,Tec Master Informatica,linvix.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
37189248,nubium cloud,nubium.com.br, 1-9, 26-30, 1-9, <$100K
12547717,Iron Systems,ironsystems.com, 1-9, 21-25, 100-499, $10M-$24.9M
12678796,Lanshore,lanshore.com, 1-9, 11-15, 1-9, $500K-$999K
107181715,Sge Incorporated,sge-solutions.com, 1-9, 11-15, 10-99, $1M-$2.49M
12678809,VESA,ascendants.com.br, 1-9, 16-20, 10-99, <$100K
12678813,AMR Consultoria Informatica Servicos e Solucoes,amr.com.br, 1-9, 31+, 10-99, $1M-$2.49M
13072030,Mobile Computing,mobilecomputing.com.ar, 1-9, 26-30, 100-499, $10M-$24.9M
107312803,Comware,comware.com.ec, 1-9, 31+, 10-99, $10M-$24.9M
12678820,Teconweb,teconweb.com.br, 1-9, 31+, 1-9, <$100K
37189289,,,,,,
107181738,SDS SERVICIOS DIGITALES,serviciosds.com, 1-9, 04-05, 1-9, <$100K
118060716,HTL Electronics,htlelec.com, 1-9, 16-20, 1-9, $500K-$999K
13072044,Stronghold Data Solutions,strongholdsolutions.com, 1-9, 11-15, 10-99, $1M-$2.49M
111769263,Jugglingtechnology,jugglingtechnology.com, 10-29, 11-15, 1-9, <$100K
118060723,hardnet diseno web rosario,hardnet.com.ar, 1-9, 16-20, 1-9, <$100K
115177143,esipo technology,esipotech.com, 1-9, 02-03, 1-9, <$100K
118060728,GTA TELECOM,gtatelecom.com.mx, 1-9, 06-08, 100-499, $5M-$9.9M
107312826,CONEXPERTI,conexperti.com.mx, 1-9, 16-20, 10-99, $500K-$999K
118060732,giga korp - servicios informaticos,gigakorp.com, 1-9, 04-05, 1-9, <$100K
12416700,Webpublico,webpublico.com.br, 1-9, 04-05, 1-9, <$100K
13596353,,,,,,
37189315,,,,,,
13596365,altamentedigital,altamentedigital.com, 1-9, 04-05, 1-9, <$100K
118322894,,,,,,
13072078,Grupo ITS,grupoits.com.ar, 1-9, 21-25, 10-99, $1M-$2.49M
118060755,Mekatronik,mekatronik.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
12809940,REDNEET,redneet.com, 1-9, 11-15, 10-99, $500K-$999K
118060761,markcom telecom,markcom.com.mx, 1-9, 11-15, 1-9, <$100K
108754651,KEENTEK TECNOLOGIA DA INFORMACAO E TELECOM,keentek.com.br, 10-29, 21-25, 1-9, $100K-$499K
37189340,Computronics,computronics.sr, 1-9, 21-25, 1-9, <$100K
13989597,ICT International,ictintl.biz, 10-29, 16-20, 1-9, $100K-$499K
12547803,Los Angeles Software,lasoft.com, 1-9, 06-08, 10-99, $5M-$9.9M
37189341,Rph Media,rphmedia.cl, 1-9, 04-05, 1-9, <$100K
118322912,TECNYCOM,tecnycom.com.co, 1-9, 21-25, 1-9, <$100K
12416739,Orion,orion.global, 1-9, 21-25, 1-9, <$100K
118060778,Lematec,lematec.cz, 1-9,-, 10-99, $1M-$2.49M
111507178,Teippo,teippo.com, 1-9, 16-20, 10-99, $1M-$2.49M
13072106,IRIS Infotech,irisinfotech.co.kr, 1-9, 02-03, 10-99, $10M-$24.9M
12547820,KERO TELECOM COMERCIO E SERVICOS,kerotelecom.com.br, 1-9, 04-05, 1-9, <$100K
118060782,magri comunicaciones,magri.biz, 1-9, 31+, 1-9, <$100K
115308269,nextop,nextop.com.br, 1-9, 26-30, 1-9, <$100K
13072110,Aurora Tech,auroratech.net, 1-9, 04-05, 1-9, <$100K
12809965,Village Comercio De Informatica,villageinformatica.com.br, 1-9, 16-20, 1-9, $500K-$999K
12809969,Akorbi,akorbi.com, 10-29, 21-25, 100-499, $10M-$24.9M
115308274,nextup mexico,nextup.com.mx, 1-9, 09-10, 1-9, <$100K
13072115,BroadReach Corporation,broadreachcorporation.com, 10-29, 21-25, 100-499, $10M-$24.9M
118322937,Teixeira Servicos Administrativos E Suporte,futurasistemas.com.br, 1-9, 21-25, 100-499, $100K-$499K
107312897,Arvvo Tecnologia,arvvo.com.br, 1-9, 09-10, 10-99, $1M-$2.49M
12678914,Design Sistemas,designsistemas.com.br, 1-9, 21-25, 1-9, <$100K
107181828,CENTRO DE SERVICIO Y TECNOLOGIA MAS PC,servicioytecnologia.com, 1-9, 11-15, 1-9, $1M-$2.49M
12416773,IGS BTL Interactives,igs.com.ar, 1-9, 21-25, 10-99, $1M-$2.49M
12416774,PC GLOBAL,pcglobal.com.mx, 1-9, 21-25, 1-9, $500K-$999K
12678917,,,,,,
91977476,jda ingenieria,jdaingenieria.com, 1-9, 09-10, 1-9, <$100K
13465355,Oleum Technology,oleumtechnology.com, 10-29, 21-25, 10-99, $1M-$2.49M
118060812,,,,,,
13596427,accesorios para mujer,tuaplicacionweb.com, 1-9, 04-05, 1-9, <$100K
12678926,ChaiONE,chaione.com, 1-9, 16-20, 10-99, $5M-$9.9M
118322959,BLINK INFORMATICA,hoteldaweb.com.br, 1-9, 21-25, 1-9, $500K-$999K
12416784,Alero Secure Networks,alerosecure.com, 1-9, 04-05, 1-9, <$100K
118060817,Mexico Internet Exchange,mie.mx, 1-9, 02-03, 1-9, $500K-$999K
108754702,Ordi,eordi.com.mx, 1-9, 21-25, 10-99, $1M-$2.49M
13072144,Cloudify.Asia,cloudify.asia, 1-9, 06-08, 10-99, $1M-$2.49M
118060820,Manifone,manifone.com, 1-9, 16-20, 1-9, $500K-$999K
107312917,Comunicaciones Globales,comunicacionesglobales.com, 1-9, 21-25, 10-99, $500K-$999K
13072148,Uptime.com,uptime.com, 1-9, 11-15, 10-99, $1M-$2.49M
115308315,NG Informatica - TOTVS Software Partner,ngi.com.br, 1-9, 31+, 100-499, $10M-$24.9M
118322972,,,,,,
12416803,Crosslines,crosslines.cl, 1-9, 04-05, 1-9, $500K-$999K
118322979,Internet Venture,it-times.de, 1-9, 26-30, 1-9, $100K-$499K
12810022,QSR SYSTEM'S,qsrsystems.com, 1-9, 31+, 1-9, $100K-$499K
118322986,VITRINE CONSULTORIA,vitrineconsultoria.com, 1-9, 06-08, 1-9, <$100K
13596458,Solweb,solweb.cl, 1-9, 04-05, 1-9, <$100K
12547883,Kpi Partners,kpipartners.com, 10-29, 16-20, 10-99, $5M-$9.9M
107181870,SETTING S.R.L.,setting.com.py, 1-9,-, 1-9, $100K-$499K
118060847,global365 solucoes tecnologicas,global365.com.br, 1-9, 21-25, 1-9, <$100K
37189423,Walmart,walmart.com, 100+, 31+," 1,000+", $1B-$4.9B
12810039,,,,,,
13072184,,,,,,
118323003,Pacom Systems,pacom.com, 10-29, 31+, 100-499, $10M-$24.9M
12810044,Group Business Software Enterprises,gbs.com, 10-29, 31+, 100-499, $10M-$24.9M
37189440,compra soft,comprasoft.com, 1-9, 16-20, 1-9, <$100K
12416833,Xbyte,xbyteit.com, 1-9, 06-08, 10-99, $1M-$2.49M
118323011,Optiwave Corporation,optiwave.com, 10-29, 31+, 100-499, $10M-$24.9M
108754756,Herta Security,hertasecurity.com, 1-9, 11-15, 10-99, $1M-$2.49M
118323019,ALPHA WEB SOLUCOES TECNOLOGICAS,alphawebsolucoes.com.br, 1-9, 11-15, 1-9, <$100K
118060875,,,,,,
12547915,Meb InformA!tica - Servicos E Sistemas,mebinformatica.com.br, 1-9, 04-05, 1-9, <$100K
118323024,prota software,protasoftware.com, 10-29, 31+, 1-9, <$100K
118060882,Romarin Internacional,gruporomarin.com, 1-9, 16-20, 10-99, $1M-$2.49M
37189458,VISIONARY SOLUTIONS,visionarysolutionsinc.com, 1-9, 11-15, 1-9, <$100K
12810068,web robot apps,webrobotapps.com, 1-9, 09-10, 1-9, <$100K
13989718,WEVR,wevr.com, 1-9, 11-15, 10-99, $2.5M-$4.9M
118323030,,,,,,
12416856,Softwareultimate,softwareultimate.com, 1-9, 11-15, 1-9, <$100K
13596502,Hardwareyservicios,hardwareyservicios.com, 1-9, 04-05, 1-9, <$100K
118060890,gestor24h,gestor24h.com.br, 1-9, 02-03, 1-9, <$100K
118060891,Hablaip,hablaip.com, 1-9, 11-15, 1-9, $500K-$999K
118323034,Nexo CS Informatica,nexocs.com, 1-9, 26-30, 100-499, $10M-$24.9M
108754776,Mobility Consulting de C.V.,mobilityc.com, 1-9, 11-15, 1-9, $100K-$499K
111900509,Tecnologica Ssgg,tecnologicaeirl.cl, 1-9,-, 1-9, <$100K
111900510,,,,,,
13596513,Richard Max Tech,richardmaxtech.com.br, 1-9, 21-25, 1-9, $500K-$999K
118060899,Learngames,learngames.com.co, 1-9, 11-15, 1-9, $500K-$999K
111900517,Up-Tech Soluciones Y Servicios De Colombia,uptech.com.co, 1-9,-, 1-9, <$100K
116488038,GRUPO DIGITAL,grupodigital.com.br, 1-9, 26-30, 10-99, <$100K
118323047,Tlocal Tecnologia Comercio E Servicos Eireli,tlocal.com.br, 1-9,-, 1-9, <$100K
12547943,,,,,,
108754792,Long Range Systems Holdings,lrspagers.co.uk, 1-9, 31+, 1-9, $500K-$999K
91977582,GV Sistemas,gvsistemas.com.ar, 1-9, 11-15, 1-9, <$100K
13989743,siraconsultinginc.com,siraconsultinginc.com, 1-9, 11-15, 1-9, $500K-$999K
107181937,Servitecpc,servitecpc.cl, 1-9, 21-25, 10-99, $1M-$2.49M
37189494,ISM,ismrep.com, 1-9, 31+, 10-99, $1M-$2.49M
13989753,DIGINET TECHNOLOGIES,networktechnology.co.in, 1-9, 02-03, 1-9, <$100K
118323065,Innova Computers Sr,innovaperu.pe, 1-9,-, 1-9, <$100K
12416890,Posglobal,posglobal.com, 1-9, 02-03, 10-99, $1M-$2.49M
13072255,Ancona Technologies,ancona.com.pe, 1-9, 31+, 10-99, $5M-$9.9M
12547968,Ticsocial,ticsocial.com.co, 1-9, 11-15, 10-99, $1M-$2.49M
111900546,Augustini Informatica,webinfotec.com.br, 1-9, 21-25, 1-9, <$100K
118323076,Samsung Electronics Digital Appliances Mexico de C.V.,samsung.com.mx, 1-9,-, 1-9, $500K-$999K
118323077,cusobu,cusobucuba.com, 1-9, 09-10, 1-9, <$100K
118060938,,,,,,
13465486,Mosyle,mosyle.com, 1-9, 11-15, 10-99, $1M-$2.49M
111769488,Edch IT Solutions,edchitsolutions.com, 1-9, 04-05, 1-9, <$100K
118060952,Life-Sip Telecomunica,life-sip.com.br, 1-9, 11-15, 1-9, $500K-$999K
26048416,Isita,isitatech.com, 1-9, 04-05, 1-9, <$100K
118060960,lidmo,lidmo.com.br, 1-9, 06-08, 1-9, <$100K
12679073,Sysmagic,sysmagic.com.br, 1-9, 21-25, 1-9, <$100K
118323109,Mecalux,mecalux.es, 30-49, 31+," 1,000+", $500M-$999M
115308456,Soluciones y Proyectos Pluriproyectos,nomina360.com.ec, 1-9, 09-10, 10-99, $100K-$499K
12416944,OCI IT Group,oci.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
13596597,Gibraltar Software Factory,gibraltarsf.com, 1-9, 16-20, 1-9, <$100K
12679095,C+C Uno Consultores,cmasc1.cl, 1-9, 11-15, 10-99, $1M-$2.49M
37189562,Titan Soft Technology,titansofttechnology.com, 1-9, 04-05, 1-9, <$100K
12548029,Valentin Software,valentin-software.com, 1-9, 31+, 10-99, $1M-$2.49M
118060990,lrscanada.ca,lrscanada.ca, 10-29, 26-30, 1-9, $500K-$999K
111507393,LSETE,layersete.com, 1-9, 16-20, 1-9, $100K-$499K
13596609,Communication Management Strategies,sales.promas.com, 1-9, 26-30, 10-99, $1M-$2.49M
107182017,SERVICRECE Y BIT,servicrece.com, 1-9, 02-03, 10-99, $1M-$2.49M
93419461,Spocket,spocket.co, 1-9, 06-08, 10-99, $1M-$2.49M
118060999,Lava,lavacoders.com, 1-9, 06-08, 1-9, $500K-$999K
107182027,ServWork Computer Service,servwork.com.br, 1-9, 16-20, 1-9, $500K-$999K
108754895,UNITEL S A S,unitelltda.com, 1-9, 21-25, 10-99, $500K-$999K
118061009,Iibrasil,iibrasil.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
118061010,gpe automacao industrial,gpeauto.com, 1-9, 09-10, 1-9, <$100K
118061025,Buffalo Rock Co,hillstonenet.br.com, 1-9, 16-20, 1-9, $500K-$999K
118061029,Ingenieria Computacional Creativa de C.V.,iccreativa.com, 1-9, 26-30, 1-9, $100K-$499K
12548069,inovar automacao,inovarautomacao.com, 1-9, 31+, 1-9, <$100K
13072363,Infinitek,infinitek.pe, 1-9, 21-25, 10-99, $1M-$2.49M
13072367,Indra Sistemas,indracompany.com, 50-99, 31+," 1,000+", $5B-$9.9B
12548081,Gonzalo Rosales Islas,tsiservicios.com, 1-9, 04-05, 1-9, <$100K
12810226,TI-Solva de C.V.,ti-solva.com, 1-9,-, 1-9, $500K-$999K
108754938,DPI - Desenvolvimento de Projetos em TI,dpinet.com.br, 1-9, 31+, 10-99, $1M-$2.49M
92108796,Odm Technologies,odm-tech.com, 1-9, 21-25, 10-99, $1M-$2.49M
118323198,alphatek engenharia,alphatek.com.br, 1-9, 11-15, 1-9, <$100K
118061054,global asynchronous systems,globalasys.com.ar, 1-9, 11-15, 1-9, <$100K
118061055,Gomobile Global Tester,gomobil.com.gt, 1-9, 11-15, 10-99, $5M-$9.9M
13596670,Techmove It Solutions,techmove.net, 1-9, 04-05, 10-99, $1M-$2.49M
13465607,Cdel IT,cdelit.com, 1-9, 21-25, 1-9, $500K-$999K
13072392,digitalxborder,digitalxborder.com, 1-9, 06-08, 1-9, <$100K
118323210,International Technology And Human Capital Vzla,heros-technology.com, 1-9, 06-08, 1-9, <$100K
118061067,Meg Per,megperu.pe, 1-9, 21-25, 10-99, $5M-$9.9M
12417039,gatefy,gatefy.com, 1-9, 06-08, 1-9, <$100K
13072399,NAAR SERVICOS,bwtech.com, 1-9, 16-20, 1-9, $500K-$999K
13596690,Webcreativa,webcreativa.cl, 1-9, 04-05, 1-9, <$100K
92108820,Mejorarinformacion,mejorarinformacion.com, 1-9, 04-05, 1-9, <$100K
12679189,Digitalcontabilidadeonline,digitalcontabilidadeonline.com.br, 1-9, 04-05, 1-9, <$100K
118061078,MegaRed,megared.com.gt, 1-9,-, 10-99, $1M-$2.49M
111638554,Layer2 Network Consulting,layer2.com.br, 1-9, 21-25, 10-99, $5M-$9.9M
12548129,Morning Star Consulting,morningstar.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
12417058,Epsilon,epsilon.com, 50-99, 31+," 1,000+", $500M-$999M
12548130,Acumatica,acumatica.com, 30-49, 16-20, 100-499, $100M-$499M
111507496,AMS Controls,amscontrols.com, 1-9, 31+, 10-99, $10M-$24.9M
108754987,LUIZE CAROLINE FIGUEIREDO PAZ,knaytec.com.br, 1-9, 11-15, 1-9, <$100K
12417079,Cajamarnetwork,cajamarnetwork.com.br, 1-9, 04-05, 1-9, <$100K
37189687,Rodriguez & Rodriguez,rodriguezrodriguez.com, 1-9, 06-08, 1-9, <$100K
118323263,L2CV,maxprotection.com.br, 1-9, 16-20, 1-9, <$100K
108755008,MEMORIAS MICROS Y PARTES S A S,memoriasmicrosypartes.com, 1-9, 26-30, 1-9, $500K-$999K
12548162,venasoft.com.br,venasoft.com.br, 1-9, 21-25, 1-9, $500K-$999K
12548164,Samsung SDS,samsungsds.com, 10-29, 31+," 1,000+", $5B-$9.9B
107313223,,,,,,
116488264,Movplan Solu,movplan.com.br, 1-9, 26-30, 10-99, $5M-$9.9M
13072460,Servicesportalnow,servicesportalnow.com, 1-9, 11-15, 1-9, <$100K
12548173,AMAEYAA Technologies,amaeyaa.com, 1-9, 11-15, 10-99, $2.5M-$4.9M
13072464,IT Services 360,serit360.mx, 1-9, 21-25, 10-99, $1M-$2.49M
108755025,Inter Distribution Services,infosoftgroup.com.al, 1-9, 31+, 100-499, $100M-$499M
118323285,Netix Communications,netix.net, 10-29, 11-15, 10-99, $5M-$9.9M
108755035,Allplan,allplan.com, 30-49, 31+, 100-499, $10M-$24.9M
